divesite,country,region,location,X,Y
Fan 38 West,Indonesia,Sulawesi,Wakatobi,-5.791921524,123.8838959
Fan 38 East,Indonesia,Sulawesi,Wakatobi,-5.795337214,123.8929939
Labasong,Indonesia,Manado,Bunaken,1.603559605,124.7660635
BMJ,Indonesia,Sulawesi,Manado,1.440808409,124.7412154
Wandoka Point,Indonesia,Sulawesi,Wakatobi,-5.299788,123.521134
Manado concrete reef,Indonesia,Sulawesi,Manado,1.462001432,124.7918612
Spiral Corner,Indonesia,Sulawesi,Wakatobi,-5.777660794,123.8775444
Magnifica,Indonesia,Sulawesi,Wakatobi,-5.770006533,123.8695621
Dunia Baru,Indonesia,Sulawesi,Wakatobi,-5.763485101,123.8920498
Waitii Ridge,Indonesia,Sulawesi,Wakatobi,-5.759642232,123.8933372
Koilo-Soha Beach,Indonesia,Sulawesi,Wakatobi,-5.741452298,123.8923073
Teluk Waitii,Indonesia,Sulawesi,Wakatobi,-5.749394453,123.8956547
Gunung Waha,Indonesia,Sulawesi,Wakatobi,-5.71480684,123.8978863
Ali Reef,Indonesia,Sulawesi,Wakatobi,-5.714123607,123.9024353
Eel Valley,Indonesia,Sulawesi,Wakatobi,-5.714294415,123.9067268
Muka kuala,Indonesia,Sulawesi,Kalinaun bay,1.616771195,125.1466477
Hitam putih,Indonesia,Sulawesi,Kalinaun bay,1.607333556,125.1446199
Canyon,Indonesia,Sulawesi,Kalinaun bay,1.63785558,125.164876
Henri point,Indonesia,Sulawesi,Kalinaun bay,1.635442576,125.1617002
Annie point,Indonesia,Sulawesi,Kalinaun bay,1.637319357,125.162816
Tanjung bintang,Indonesia,Sulawesi,Kalinaun bay,1.634380854,125.1596403
Garim reef,Indonesia,Sulawesi,Kalinaun bay,1.639051356,125.1626658
Batu pendeta,Indonesia,Sulawesi,Kalinaun bay,1.677385519,125.179553
Batu punteng,Indonesia,Sulawesi,Kalinaun bay,1.60125269,125.1651978
Teluk Maya,Indonesia,Sulawesi,Wakatobi,-5.798752884,123.9190865
Malabea,Indonesia,Sulawesi,Wakatobi,-5.800119146,123.9242363
Barracuda,Indonesia,Sulawesi,Wakatobi,-5.784278842,123.9189148
The Zoo,Indonesia,Sulawesi,Wakatobi,-5.782015905,123.9123917
Conchita,Indonesia,Sulawesi,Wakatobi,-5.780541434,123.9068985
Waha Top,Indonesia,Sulawesi,Wakatobi,-5.718052186,123.929472
Kulati Wreck,Indonesia,Sulawesi,Wakatobi,-5.755970132,123.9992523
Mermaid,Indonesia,Sulawesi,Wakatobi,-5.83700697,123.8978004
Fish Wall,Indonesia,Sulawesi,Wakatobi,-5.897798262,123.9757347
Bigfish housereef,Indonesia,Sulawesi,Manado,1.461816956,124.8203087
Pieter s Point,Indonesia,Sulawesi,Manado,1.60019095,124.8442769
Gabet,Indonesia,Sulawesi,Manado,1.57101969,124.8015976
Masuk II,Indonesia,Sulawesi,Manado,1.580865036,124.8112965
Bolung Point,Indonesia,Sulawesi,Manado,1.604652401,124.8633742
Wori Bay,Indonesia,Sulawesi,Manado,1.606411239,124.8669147
Katarina Point,Indonesia,Sulawesi,Manado,1.617243076,124.869318
Black Rock,Indonesia,Sulawesi,Manado,1.589766562,124.8241925
Sahaung,Indonesia,Sulawesi,Bangka,1.748957761,125.1598549
Yuki Point,Indonesia,Sulawesi,Bangka,1.678071871,125.1382899
Magic Rock,Indonesia,Sulawesi,Lembeh Strait,1.489359471,125.2410507
Tjendrawasih Barge Wreck,Indonesia,Sulawesi,Gorontalo,0.495923526,123.0709076
City Limit,Indonesia,Sulawesi,Gorontalo,0.480603304,123.0863571
Tanjung Pasir,Indonesia,Sulawesi,Gorontalo,0.485881704,122.9909134
West Point,Indonesia,Sulawesi,Gorontalo,0.486225014,122.9773521
Liabale,Indonesia,Sulawesi,Wakatobi,-5.809341329,123.9467239
Polytechnic Housereef,Indonesia,Sulawesi,Manado,1.452662856,124.7475243
TNI AL-Miori Housereef,Indonesia,Sulawesi,Manado,1.464219432,124.7861373
Jayamahe,Indonesia,Sulawesi,Manado,1.474440651,124.8269069
Blade,Indonesia,Sulawesi,Wakatobi,-5.771085366,123.7784958
Pinki s Wall,Indonesia,Sulawesi,Wakatobi,-5.800119146,123.8317108
Table Coral City,Indonesia,Sulawesi,Wakatobi,-5.751956415,123.8923931
Galaxy,Indonesia,Sulawesi,Wakatobi,-5.793287803,123.8385773
Tanjung tanduk,Indonesia,Sulawesi,Balantak peninsula,-0.837334389,123.4410095
Batu Tetek,Indonesia,Sulawesi,Balantak peninsula,-0.763698851,123.4537125
Rons Point,Indonesia,Manado,Bunaken,1.607097614,124.7391558
Jiko Yance,Indonesia,Sulawesi,Lembeh Strait,1.528870792,125.2773893
Pulau Abadi,Indonesia,Sulawesi,Lembeh Strait,1.438274703,125.2127481
Kapal Indah,Indonesia,Sulawesi,Lembeh Strait,1.434107859,125.2060694
Goby A  Crab,Indonesia,Sulawesi,Lembeh Strait,1.432492,125.188455
Teluk Kembahu 3,Indonesia,Sulawesi,Lembeh Strait,1.492717,125.237536
Teluk Kembahu 1,Indonesia,Sulawesi,Lembeh Strait,1.495243,125.240052
Nudi Retreat,Indonesia,Sulawesi,Lembeh Strait,1.486544101,125.2410775
Batu sandar,Indonesia,Sulawesi,Lembeh Strait,1.505447229,125.267272
Teluk Kembahu 2,Indonesia,Sulawesi,Lembeh Strait,1.494679,125.238476
Hairball One,Indonesia,Sulawesi,Lembeh Strait,1.502065953,125.2426768
Hairball Two,Indonesia,Sulawesi,Lembeh Strait,1.500419976,125.2421691
Aw Shucks,Indonesia,Sulawesi,Lembeh Strait,1.505946,125.246202
Makawide,Indonesia,Sulawesi,Lembeh Strait,1.482559676,125.2395916
Jahir,Indonesia,Sulawesi,Lembeh Strait,1.473057089,125.2353215
Three Brothers Rock,Indonesia,Sulawesi,Bangka,1.764485814,125.1675797
Yellow koko,Indonesia,Sulawesi,Bangka,1.676763514,125.1267672
Tg  Sampini,Indonesia,Sulawesi,Bangka,1.685814753,125.1514435
Batu Mandi,Indonesia,Sulawesi,Bangka,1.687986401,125.1616788
Blue bay I,Indonesia,Sulawesi,Bangka,1.745354548,125.1538467
Simone point,Indonesia,Sulawesi,Bangka,1.684613643,125.1515722
Busa Bora,Indonesia,Sulawesi,Bangka,1.762341063,125.1287842
Sachikos point,Indonesia,Manado,Bunaken,1.628237869,124.7666645
Oluhuta,Indonesia,Sulawesi,Gorontalo,0.419622485,123.1446362
Traffic Jam,Indonesia,Sulawesi,Gorontalo,0.407048616,123.1530905
Jinn Caves,Indonesia,Sulawesi,Gorontalo,0.405761188,123.1551075
J   R  Macro,Indonesia,Sulawesi,Gorontalo,0.439448816,123.1312037
Goa - Goa,Indonesia,Sulawesi,Gorontalo,0.486310842,122.9759789
Tanjung Pasir  Kayu Bulan,Indonesia,Sulawesi,Gorontalo,0.484905415,122.9893792
Japanese Cargo Wreck,Indonesia,Sulawesi,Gorontalo,0.486546868,123.0823445
Makhruzi,Indonesia,Sulawesi,Gorontalo,0.44736646,123.1218266
Lembeh Resort House Reef,Indonesia,Sulawesi,Lembeh Strait,1.456985183,125.2422309
Mari Mabuk,Indonesia,Sulawesi,Wakatobi,-5.71984566,123.891921
Bunaken Timur 2,Indonesia,Manado,Bunaken,1.607054716,124.7822857
Bunaken Timur 1,Indonesia,Manado,Bunaken,1.613403679,124.7831547
Siladen Pier,Indonesia,Manado,Bunaken,1.627430556,124.8000444
Roma,Indonesia,Sulawesi,Wakatobi,-5.729837764,123.8928223
Cornucopia,Indonesia,Sulawesi,Wakatobi,-5.773561835,123.862524
Tanjung Patok,Indonesia,Sulawesi,Wakatobi,-5.769121262,123.891964
House Reef,Indonesia,Sulawesi,Wakatobi,-5.776038293,123.8942814
Prince John Housereef,Indonesia,Sulawesi,Donggala,-0.646119728,119.7384453
Siladen Housereef,Indonesia,Manado,Bunaken,1.626573424,124.8009968
Dalton Point,Indonesia,Manado,Bunaken,1.631592489,124.7740459
Lekuan II,Indonesia,Manado,Bunaken,1.601220516,124.7651196
Lekuan III,Indonesia,Manado,Bunaken,1.605330199,124.7670937
Cela Cela,Indonesia,Manado,Bunaken,1.611768179,124.7679573
Alung Banua,Indonesia,Manado,Bunaken,1.616663949,124.7531891
Fukui Point,Indonesia,Manado,Bunaken,1.608427466,124.7403145
Tenga,Indonesia,Manado,Bunaken,1.616483779,124.730916
Raymond Point,Indonesia,Manado,Bunaken,1.627131098,124.7336197
Mike s Point,Indonesia,Manado,Bunaken,1.636826032,124.7397137
Tanjun Parigi,Indonesia,Manado,Bunaken,1.628139202,124.7593904
Muka Gereja,Indonesia,Manado,Bunaken,1.61644088,124.6948028
Negri,Indonesia,Manado,Bunaken,1.622948535,124.7142649
Panggulingan,Indonesia,Manado,Bunaken,1.645,124.71015
Tanjung Kopi,Indonesia,Manado,Bunaken,1.65196891,124.6970987
Cape Bira,Indonesia,Sulawesi,,-5.624527628,120.4740143
Bunaken Fukui,Indonesia,Manado,Bunaken,1.611902778,124.7391694
Nudi Falls,Indonesia,Sulawesi,Lembeh Strait,1.462095815,125.2283478
Pantai Parigi,Indonesia,Sulawesi,Lembeh Strait,1.4698,125.2447
Tanduk Russa,Indonesia,Sulawesi,Lembeh Strait,1.458083333,125.2198833
Divers Loge Lembeh House Reef,Indonesia,Sulawesi,Lembeh Strait,1.406521771,125.1687115
Serena,Indonesia,Sulawesi,Lembeh Strait,1.459366667,125.2338167
Police Pier,Indonesia,Sulawesi,Lembeh Strait,1.459925641,125.2224987
Air Prang,Indonesia,Sulawesi,Lembeh Strait,1.475583333,125.23495
B24 Liberator,Indonesia,Sulawesi,Togian Islands,-0.430093541,122.0085812
Angel s Window,Indonesia,Sulawesi,Lembeh Strait,1.50003103,125.2611727
Una Una - Apollo,Indonesia,Sulawesi,Togian Islands,-0.202983333,121.5683833
Una Una - The Pinnacle,Indonesia,Sulawesi,Togian Islands,-0.1843,121.6544333
Tapuan I and II,Indonesia,Sulawesi,Togian Islands,-0.594033333,121.6162667
Pasir Tengah Atoll,Indonesia,Sulawesi,Togian Islands,-0.405133333,121.6373833
Mandolin,Indonesia,Manado,Bunaken,1.610958472,124.7325468
Muka Kampung,Indonesia,Manado,Bunaken,1.593305712,124.7789276
Pangalisang,Indonesia,Manado,Bunaken,1.599424137,124.7829133
Lekuan I,Indonesia,Manado,Bunaken,1.5962121,124.7676194
Siladen Utara,Indonesia,Manado,Bunaken,1.640343651,124.8021126
Siladen Timur,Indonesia,Manado,Bunaken,1.627592252,124.8054063
Tangkasi,Indonesia,Manado,Bunaken,1.735145407,124.7747326
Bango,Indonesia,Manado,Bunaken,1.689160698,124.7684669
Gorango,Indonesia,Manado,Bunaken,1.699198499,124.7410011
Barracuda point,Indonesia,Manado,Bunaken,1.748614598,124.7259808
Batu Kapal,Indonesia,Manado,Bunaken,1.769032677,124.7693253
Jalan Masuk,Indonesia,Manado,Bunaken,1.762169482,124.8009109
Tanjung Pisok,Indonesia,Sulawesi,Manado,1.567780797,124.798615
Tanjung Tihowo,Indonesia,Sulawesi,Manado,1.605767762,124.8542976
Poopoh,Indonesia,Sulawesi,Manado,1.410570683,124.6344638
Critter Circus,Indonesia,Sulawesi,Manado,1.416298138,124.7024846
Molas Wreck,Indonesia,Sulawesi,Manado,1.531251745,124.8269606
Bimoli wreck,Indonesia,Sulawesi,Lembeh Strait,1.43595,125.1775
Batu Kapal,Indonesia,Sulawesi,Lembeh Strait,1.553441664,125.2942121
California Dreaming,Indonesia,Sulawesi,Lembeh Strait,1.522231997,125.2759945
Pulau Putus,Indonesia,Sulawesi,Lembeh Strait,1.523647703,125.2767134
Mawali Wreck,Indonesia,Sulawesi,Lembeh Strait,1.4463,125.2256
Karang Serang,Indonesia,Sumatra,,-6.10919206,105.4403615
Memperak Slope,Indonesia,Sumatra,Pulau Belitung,-2.714332198,108.4305326
Sumpat Reef,Indonesia,Sumatra,Riau Islands,1.197598382,104.5247275
Tanjung Berakit,Indonesia,Sumatra,Riau Islands,1.243249949,104.5691878
Todang,Indonesia,Sumatra,Riau Islands,1.183611,104.319442
Ujong Phe Coral Garden,Indonesia,Sumatra,,5.60652562,95.1883471
Red Bonsai,Indonesia,Sumatra,,5.583354959,95.20065308
Palau Pagang Utara,Indonesia,Sumatra,Padang,-1.14799447,100.3374481
Adjis Reef,Indonesia,Sumatra,Padang,-1.216644398,100.2694702
Palau Marak Utara,Indonesia,Sumatra,Padang,-1.18875557,100.3417826
Palau Pagang Selatan,Indonesia,Sumatra,Padang,-1.165843614,100.3455162
Cubadak Pier,Indonesia,Sumatra,Padang,-1.217287983,100.4012203
Lhok Mata Ie,Indonesia,Sumatra,,5.571908101,95.22511482
Pulau Batee,Indonesia,Sumatra,,5.581988182,95.21086693
Pulau Tuan,Indonesia,Sumatra,,5.565159475,95.25039196
Sophie Rickmers Wreck,Indonesia,Sumatra,Pulau Weh,5.846399315,95.29781342
Batee Meuduro,Indonesia,Sumatra,Pulau Weh,5.771896624,95.33074021
Tugboat Wreck,Indonesia,Sumatra,Pulau Weh,5.881235,95.31858444
The Canyon,Indonesia,Sumatra,Pulau Weh,5.903155604,95.21464348
Batee Tokong,Indonesia,Sumatra,Pulau Weh,5.898075736,95.25223196
Tongkeng Reef,Indonesia,West Java,Seribu islands,-5.590324039,106.5412411
House Reef of Putri,Indonesia,West Java,Seribu islands,-5.59382635,106.5670332
Triton point,Indonesia,West Java,Seribu islands,-5.602624745,106.5449318
Matahari island,Indonesia,West Java,Seribu islands,-5.607034571,106.5438804
Mia Point,Indonesia,West Java,Seribu islands,-5.572929632,106.5570769
Aydin Reef,Indonesia,West Java,Seribu islands,-5.588839822,106.5895853
Sepa island,Indonesia,West Java,Seribu islands,-5.577222222,106.5799722
Kedondong,Indonesia,West Java,,-5.93817981,105.8590221
Gunung Gede,Indonesia,West Java,,-5.959465729,105.8474886
Batu Mandi,Indonesia,West Java,,-5.979483884,105.8505142
Tempuyungan,Indonesia,West Java,,-5.966948792,105.8670044
Victory Wreck,Indonesia,West Java,,-5.972547505,105.8627155
Tanjung Bajo,Indonesia,West Java,,-5.94526015,105.8606207
Pulau Sanghyang,Indonesia,West Java,,-5.962207598,105.8653334
Suralaya Wall,Indonesia,West Java,,-5.87710478,106.0407686
Heaven Alley,Indonesia,West Timor   Rote Island,,-9.25573367,123.9988918
North Slope,Indonesia,West Timor   Rote Island,,-10.95376627,122.876913
Conservation House Reef,Indonesia,Irian Jaya,Triton Bay,-3.908366479,134.1150963
Aquarium,Indonesia,Irian Jaya,Triton Bay,-3.914650453,134.1027319
Pintu Arus,Indonesia,Irian Jaya,Triton Bay,-3.913816982,134.0998952
3 Rocks,Indonesia,Irian Jaya,Triton Bay,-3.909004532,134.079253
Stumpy Rock,Indonesia,Irian Jaya,Triton Bay,-3.918209816,133.9893453
Macro Rock,Indonesia,Irian Jaya,Triton Bay,-3.923296227,134.1045301
Dramai,Indonesia,Irian Jaya,Triton Bay,-4.041362384,134.2362802
Cristmas Rock,Indonesia,Irian Jaya,Triton Bay,-4.01046538,134.2036259
Larry s Heaven,Indonesia,Irian Jaya,Triton Bay,-4.014709292,134.1585605
Fresh Waters,Indonesia,Irian Jaya,Triton Bay,-3.930290705,134.1734028
Bagus,Indonesia,Irian Jaya,Triton Bay,-3.970439666,134.1633542
Blue Water Mangrove,Indonesia,Raja Ampat,Misool,-1.805600394,129.6448257
Kalaeidoskop,Indonesia,Raja Ampat,Misool,-2.182404167,130.2158036
Bo s Rainbow,Indonesia,Irian Jaya,Triton Bay,-3.913128283,134.12168
Little Komodo,Indonesia,Irian Jaya,Triton Bay,-3.916456895,134.1030987
Walo Bommies,Indonesia,Raja Ampat,Kofiau,-1.270817,129.668367
Kampung Deer,Indonesia,Raja Ampat,Kofiau,-1.152433973,129.84909
Andiamo,Indonesia,Raja Ampat,Misool,-2.098783333,130.8509167
Living Colours,Indonesia,Raja Ampat,Misool,-2.098333333,130.8541667
Candy Store,Indonesia,Raja Ampat,Misool,-2.099066667,130.8603333
Magic Mountain,Indonesia,Raja Ampat,Misool,-2.260166667,130.6458333
Kanim,Indonesia,Raja Ampat,Misool,-2.188916667,130.6248333
Yilliet,Indonesia,Raja Ampat,Misool,-2.189883333,130.59845
Boo Window,Indonesia,Raja Ampat,Misool,-2.221428109,130.6039238
Leo s Reef,Indonesia,Raja Ampat,Batanta   Salawati,-0.788861111,130.5032222
Pulau Ahe,Indonesia,Irian Jaya,,-3.089488889,135.562575
Gladden Corner,Indonesia,Raja Ampat,Kofiau,-1.185065643,129.97015
GT Rock,Indonesia,Irian Jaya,Triton Bay,-4.0286,134.21125
Fiabacet,Indonesia,Raja Ampat,Misool,-2.220216667,130.5578333
Monmon,Indonesia,Irian Jaya,,-3.883693663,132.8065109
Pulau Pisang,Indonesia,Irian Jaya,,-2.626783333,131.66395
Nusaulang,Indonesia,Irian Jaya,,-4.119866667,132.9827333
Katy Rock,Indonesia,Irian Jaya,Triton Bay,-3.90885,134.1241333
Disney Land,Indonesia,Irian Jaya,Triton Bay,-4.005027642,134.1813469
The Passage,Indonesia,Raja Ampat,Gam,-0.430951823,130.555687
Cape Kri,Indonesia,Raja Ampat,Gam,-0.549651298,130.6965351
El nacimiento del Mante,Mexico,Moneterrey,,22.69816877,-99.045825
Isla de Píçjaros,Mexico,Northwest,Mazatlíçn,23.25744357,-106.4740205
San Pedro - La Playa,Mexico,Northwest,San Carlos,27.97223116,-111.3751888
San Pedro - Rocas Grandes,Mexico,Northwest,San Carlos,27.97757518,-111.380167
San Pedro - Lighthouse,Mexico,Northwest,San Carlos,27.97901536,-111.3806391
San Pedro - North Point,Mexico,Northwest,San Carlos,27.98511699,-111.3894367
San Pedro - La Ventana,Mexico,Northwest,San Carlos,27.97749938,-111.3891792
San Pedro - Punta Pelicano,Mexico,Northwest,San Carlos,27.96358921,-111.3833857
San Pedro - La Caverna,Mexico,Northwest,San Carlos,27.95960914,-111.3807678
San Pedro - The Rookery,Mexico,Northwest,San Carlos,27.95490867,-111.372056
San Pedro - Punta Sur Oesta,Mexico,Northwest,San Carlos,27.95293744,-111.3686228
San Pedro - La Cueva,Mexico,Northwest,San Carlos,27.95744846,-111.3664341
Punta San Pedro,Mexico,Northwest,San Carlos,28.05130312,-111.251421
Diaz Ordaz Wreck,Mexico,Northwest,San Carlos,28.04600063,-111.2335682
La Palpa,Mexico,Northwest,San Carlos,27.98295683,-111.1482096
Punta La Manga,Mexico,Northwest,San Carlos,27.97488425,-111.1325455
Deer Island,Mexico,Northwest,San Carlos,27.95437795,-111.1193275
San Antonio Point,Mexico,Northwest,San Carlos,27.93568768,-111.1062384
Zorro s Cove,Mexico,Northwest,San Carlos,27.93693885,-111.0953379
Frenchie s Beach,Mexico,Northwest,San Carlos,27.93667345,-111.0915613
Tres Marias,Mexico,Northwest,San Carlos,27.93644597,-111.0763478
Eagle Rock,Mexico,Northwest,San Carlos,27.9327303,-111.0637093
Seamount,Mexico,Northwest,San Carlos,27.93476003,-111.0489464
Lighthouse,Mexico,Northwest,San Carlos,27.86609202,-110.949297
Haystack,Mexico,Northwest,San Carlos,27.90827195,-110.9699821
Window Rock,Mexico,Northwest,San Carlos,27.93246489,-110.9902811
Honeymoon Island,Mexico,Northwest,San Carlos,27.94647384,-111.031673
Martini Cove,Mexico,Northwest,San Carlos,27.93136533,-111.060276
South Himalaya Bay,Mexico,Northwest,San Carlos,28.14675983,-111.3141203
North Himalaya Bay,Mexico,Northwest,San Carlos,28.14805556,-111.3161111
El Choyudo,Mexico,Northwest,Tiburon Island,28.73784167,-112.3032333
Turner Island,Mexico,Northwest,Tiburon Island,28.70869401,-112.2861099
La segunda gringa,Mexico,Northwest,San Carlos,27.87607899,-110.9529126
La primera gringa,Mexico,Northwest,San Carlos,27.88521632,-110.9552783
San Pedro - Punta Sur,Mexico,Northwest,San Carlos,27.95142109,-111.3660049
San Pedro - Las Cascalitas,Mexico,Northwest,San Carlos,27.97469475,-111.3788795
Tanguijo,Mexico,Southern Gulf of Mexico,Veracruz,21.13834708,-97.27226257
Arrecife Tuxpan,Mexico,Southern Gulf of Mexico,Veracruz,21.02851055,-97.19501495
Morgan,Mexico,Southern Gulf of Mexico,Veracruz,19.23111667,-96.05721667
Punta Dorado,Mexico,Southern Gulf of Mexico,Veracruz,19.22876667,-96.0625
Sueste,Mexico,Southern Gulf of Mexico,Veracruz,19.22035,-96.04876667
Ahogado del Arquitecto,Mexico,Southern Gulf of Mexico,Veracruz,19.22146667,-96.05788333
Caomex,Mexico,Southern Gulf of Mexico,Veracruz,19.22083333,-96.05245
C-50 Rivapalacios,Mexico,Southern Gulf of Mexico,Veracruz,19.21278333,-96.05421667
Lobos,Mexico,Southern Gulf of Mexico,Veracruz,21.47084177,-97.23200798
La Virgen,Mexico,Southern Gulf of Mexico,Veracruz,19.22933333,-96.06416667
Caleta,Mexico,Central Pacific,Acapulco,16.83103629,-99.90303352
Torrecillas,Mexico,Central Pacific,Puerto Vallarta,20.48234106,-105.5856514
Camion hundido en mismaloya,Mexico,Central Pacific,Puerto Vallarta,20.53355016,-105.2914882
Morro de La Manzanilla,Mexico,Central Pacific,Manzanillo Bay,19.27236939,-104.8978686
Devil  Jaw,Mexico,Central Pacific,Puerto Vallarta,20.54663106,-105.2918422
Club De Yates,Mexico,Central Pacific,Manzanillo Bay,19.10067273,-104.3505853
Las Caletas,Mexico,Central Pacific,,20.50228008,-105.3712463
Palmitas,Mexico,Central Pacific,Acapulco,16.82408333,-99.91225
Los Bajos de la Quebrada,Mexico,Central Pacific,Acapulco,16.84318333,-99.92243333
Rio de la Plata,Mexico,Central Pacific,Acapulco,16.84195,-99.86475
Las Cuevas,Mexico,Central Pacific,Acapulco,16.81736872,-99.90543008
Elephant Rock,Mexico,Central Pacific,Manzanillo Bay,19.09115779,-104.3921757
Majahuitas,Mexico,Central Pacific,Puerto Vallarta,20.5064,-105.39
Punta Mismaloya,Mexico,Central Pacific,Puerto Vallarta,20.5341,-105.297
Los Arcos,Mexico,Central Pacific,Puerto Vallarta,20.5452,-105.291
Las Tres Marietas,Mexico,Central Pacific,Puerto Vallarta,20.68900278,-105.5868528
Pena Blanca,Mexico,Central Pacific,Manzanillo Bay,19.10109346,-104.4881773
San Luciano wreck,Mexico,Central Pacific,Manzanillo Bay,19.10608135,-104.3961239
Los frailes,Mexico,Central Pacific,Manzanillo Bay,19.07659791,-104.3923044
Anegados,Mexico,Central Pacific,Puerto Vallarta,20.67736667,-105.6414167
El morro,Mexico,Central Pacific,Puerto Vallarta,20.67301667,-105.6752667
La Pared,Mexico,Central Pacific,Puerto Vallarta,20.6208153,-105.2467918
Socorro - Punta Tosca,Mexico,Islas Revillagigedos,,18.78104948,-111.0401487
San Benedicto - Canyon,Mexico,Islas Revillagigedos,,19.29686621,-110.8067107
San Benedicto - The Boiler,Mexico,Islas Revillagigedos,,19.33086605,-110.815444
Socorro - Cabo Pearce,Mexico,Islas Revillagigedos,,18.77818501,-110.9068108
Socorro - The Aquarium,Mexico,Islas Revillagigedos,,18.78200429,-111.0465539
Roca Partida,Mexico,Islas Revillagigedos,,18.9908,-112.0696833
Palancar Bricks,Mexico,Yucatan,Cozumel Isalnd,20.32043585,-87.02745366
Santa Rosa Reef,Mexico,Yucatan,Cozumel Isalnd,20.36539049,-87.02676702
Palancar Caves,Mexico,Yucatan,Cozumel Isalnd,20.32684264,-87.03020024
Net Reef,Mexico,Yucatan,Akumal,20.40385438,-87.30338704
Aquarius Playa Maroma,Mexico,Yucatan,Playa del Carmen,20.58848842,-87.07991123
Los Arcos,Mexico,Yucatan,Playa del Carmen,20.70784982,-86.93777561
Polo Profundo,Mexico,Yucatan,Playa del Carmen,20.66173878,-87.01481938
Money Bar,Mexico,Yucatan,Cozumel Isalnd,20.460033,-86.986043
Mama Vina,Mexico,Yucatan,Playa del Carmen,20.56057,-87.1105
Cenote Manatí_,Mexico,Yucatan,Tulum,20.26647465,-87.39127278
